professor,course,review,rating,expected_grade,created
Maksym Morawski,CMSC351,"Horrible teacher never take him. Bro tells us to attend different professors lectures, read their notes, and then study their practice materials but has the audacity to make his own exams when he's not capable of teaching the course. He should let the big boys like Justin handle the real work next time like making the exams.",1,A,2024-02-26T21:48:32.236771Z
Maksym Morawski,CMSC351,"He isn't the worst professor in the CS department, but he's close. He has told us multiple times in lectures to review other professors notes, slides, or practice problems because he isn't able to explain or define the topics clearly himself. His exams are made to be tricky and he puts leetcode style questions throughout, making the exam obnoxiously difficult for no good reason. He is a funny and good guy personally, but is very disorganized and hard to follow during lectures. I would advise taking another professor for 351 if possible.",1,C+,2024-03-13T16:47:29.388019Z
Maksym Morawski,CMSC351,"Max has many issues which keep him from being worth taking at all. His first issue is that he is basically a glorified substitute teacher for the better professor who is Justin Wyss-Gallifent. All Max does is rehash his notes in a worse and confusing manor. He also takes the homeworks directly from Justin, so you begin to wonder what he actually does. Then when the exams come around you find out this is the only reason he wants to teach. He likes to make his exams as difficult and unorthodox as possible. He will put questions that were not remotely covered in class as he teaches the material from Justin's notes word for word and then tests us on questions he personally likes. The other problem is he puts very little effort into it as he just generates the questions using LeetCode then lets his TA's attempt to convince him out of giving some of the terrible questions that are generated. My main issue is that there is no textbook or notes provided from Max to learn how to do these weirder questions that he asks on the exam. Maybe for example if he made his own homework instead of just giving us Justin's, then we would be better prepared for his exams. Due to this 'co-teaching', which is basically copy and paste from Justin, we are prepared for Justin's exams and not Max's exams in the slightest. I would strongly advise against taking him for any class.",1,,2024-03-14T17:25:33.327424Z
Maksym Morawski,CMSC351,"I'd give this guy 0 stars if I could. His exams are insanely hard for no reason. He expects you to memorize every little minute thing that would never be useful in real life and his lectures suck. At least for cmsc351, he is teaching exactly the same content as another professor (Justin)... just worse and his exams are considerably more difficult. In the past for other classes he's tried to raise the grade requirement for the letter grades (as in an A- would be a 91 instead of a 90 and a 90 would be a B, a B- would be an 88 minimum instead of 87, etc.) and the only reason he didn't was because his TAs all organized against him doing it. He made an exam that had like 20 potential questions and his questions were so bad that the TAs ruled out 15 of them for being overly confusing and impossible to understand. He literally advises all of his students to go to the other professor's lectures and ""jokes"" about how bad of a lecturer he is. He's god awful, I genuinely cannot understate it. This man has singlehandedly caused me an insane amount of stress this semester. DO NOT TAKE HIM.",1,,2024-03-29T03:59:37.927257Z
Maksym Morawski,CMSC351,All these poor reviews are from people who don't put in the effort this class requires. Max is a chill guy and his exams are more than fair. My only negatives would be that he messes up his notes pretty often and that he has a bit of an ego.,3,A,2024-04-08T21:40:26.536267Z
Maksym Morawski,CMSC351,"I didn't think 351 with Max was very difficult. I got an 84% on the second midterm despite doing ZERO studying ¯\_(ツ)_/¯ (median was 79%). Still, I didn't enjoy this class because of Max's poor lecturing.

Max evidently cares little about 351, and this is reflected in his shallow lectures. This class was co-taught with Justin, and while I never attended Justin's lectures, I got the feeling that Max's lectures were simply a watered down, superficial version of Justin's lectures. As a result, I mainly relied on self-studying from Justin's notes.

Max still earns 3 stars because he is far from being a terrible professor, although I'm unsure exactly how much of my success is due to the class being co-taught by Justin. Overall, I do recommend Max as a professor.

Spring 2024",3,A,2024-04-10T21:23:51.850856Z
Maksym Morawski,CMSC351,Amazing professor! The problem was me.,1,XF,2024-04-15T00:50:44.922220Z
Maksym Morawski,CMSC351,Puts a leetcode question on the end of an exam and expects us to know how to do a coding interview for a job instead of mastering the material learned in lecture and in homeworks. TERRIBLE LECTURER!,1,B,2024-04-17T05:31:50.924070Z
Maksym Morawski,CMSC351,"Doesn't show up for lectures multiple times, relies on 1 TA to do everything. Lectures are horrible and puts leetcode coding interview question on the very first exam. WTF dude.",1,,2024-04-17T05:33:38.667114Z
Maksym Morawski,CMSC351,"Constantly changes the exam structures and is very disorganized. Thank god Justin was co-teaching so he posted his notes and stuff which we could use. The 3 midterms we had so far have has 3 totally different structures. Only good thing is for the midterms he gave good hints about what was gonna be asked. 
For the second and third midterm he made his own study material which helped. Maybe he's getting better as the semester progresses, but my grades are already bad due to having a hard time on what to expect. Hopefully he can improve the course in the future.",2,C,2024-04-21T19:46:18.961032Z
Maksym Morawski,CMSC351,"Now if you have to take him, you'll live, but if you have any other options avoid like the plague. He's extremely disorganized, so much so that he doesn't even have a plan of what he's going to teach. Instead he goes to Justin's lectures, takes notes, and regurgitates them to us. He makes it very clear he doesn't know what he's doing. He has even admitted a few times that he didn't know how to solve some of our HW problems. His ego is extremely off-putting, he knows his exams are challenging and that we're not well prepared (both because of the lack of teaching and the lack of any type of practice materials in the format he's looking towards) but he laughs that we're frustrated with him. To put in perspective just how unpredictable his exams can be, he was going to DEDUCT points if we got a true or false question wrong because they're just ""free points"". I understand his teaching philosophy, rather than memorizing he wants us to understand things conceptually, but he doesn't have the skills to teach like that. I really wanted to like him, he can be funny at times, but most of the time he's just downright distracting and way too arrogant for his teaching style.",1,,2024-04-23T05:09:13.846392Z
Maksym Morawski,CMSC351,"Co-taught with Justin = copying off him and getting things wrong. Takes odd pride in hard exams, acts as if TAs have to hold him back. Take Justin at all costs",1,,2024-04-23T11:45:58.720758Z
Maksym Morawski,CMSC351,"I seriously don't understand why Max gets so much hate and rudeness. He's a funny and engaging lecturer who has a lot of experience and down-to-earth advice about the software industry and where 351 fits in. For context, I took 351 with Max in the Spring 24 when he was co-teaching with Justin. Half the piazza posts were Max students complaining that they couldn't be in Justin's class, or just complaining about the TA's, exams, or class in general which really rubbed me the wrong way and I assume most of these reviews were written by the same people.

Trying to be as unbiased as possible, here are my pros and cons for Max:

Pros
- Funny lecturer who will often regain your attention with a well-timed f bomb
- Adapts throughout the semester based on students needs (got rid of pseudocode questions on exams)
- Him and his TAs are very responsive on piazza (shoutout Elizabeth)
- Is very understanding with questions in class
- Lots of real world/tech job searching experience (former google employee)
- Can be manipulated to give you leniency (his words not mine)

Cons
- I'd argue that exams are unpredictable, not ""hard"" like everyone says. I whiffed on his first midterm with a 70 after studying throughout the week then got a 100 on the next with only a couple hours of studying.
- Had a little trouble explaining some concepts, seemed a little unprepared to lecture on the day's topic at times

P.S. the ""leetcode question"" people are alluding to in other reviews was to code the fibonacci sequence using dynamic programming, just worded a little differently. Climbing Stairs #70 on leetcode if you want to see how ""bad"" it was.",5,A-,2024-04-25T02:42:58.617775Z
Maksym Morawski,CMSC351,"This guy bro. He ""coteaches"" with Justin, this means Justin does all the teaching and provides the textbook as well as practice exams. Max provided a single practice exam for exam3 and that too without an answer key to study off of. Then when we finally take the exam they give us barely any partial credit (also don't specify to simplify a function then take off points regardless of equivalence) and the questions were completely unrelated to the content we consumed from Justin's notes, which as some of the other reviews also mention Max told us to use and go to Justin's lectures.

I honestly have no clue how he's being paid at this point he's farming free money from the university without putting in any effort into teaching or even making the tests. Taking this class with him makes me feel bad about paying my tuition knowing any of it is going to this guy.",1,,2024-04-30T05:02:17.849440Z
Maksym Morawski,CMSC250,"I would say Max is a very lenient and chill person, as he is very understanding of any problems you have and is very receptive to feedback. Since it was his first time teaching, I would say his lecturing style was pretty disorganized and mistakes were made, but I was able to understand the main concepts in the course. I would say it is fine if you get him for 250, just be ready for some lectures to be all over the place sometimes.",4,A,2024-04-30T16:43:51.591320Z
Maksym Morawski,CMSC351,"If you were not able to take Justin, drop the class! Max doesn't even do the bare minimum when teaching, yet he goes out of his way to make exams extremely difficult. He wants to ""challenge"" you, but the execution is terrible. You go through the entire course reading Justin's notes, doing his homework, and practicing his practice exams, yet somehow you're supposed to understand the nonsense that Max puts on his exams. His exams are nothing like what you've practiced in the homework or practice exams. They're really long and theoretical based, which is basically impossible to do within 90 minutes. If you end up taking him, just know that you are not stupid. 351 is genuinely a hard course and Max just does anything he can to give you a hard time.",1,C-,2024-04-30T22:38:25.157278Z
Maksym Morawski,CMSC351,"- Disorganized 
- Exams are not hard, but are confusing
   - questions on exams test for irrelevant and unrelated material
   - rubric/point system for his exams express that you only need to get the exact answer down. Displaying a 90% understanding in the material results in 0 points.

All he does is regurgitate Justin's notes but he can't even do that well as he's always skipping over things. This honestly just show's how he's terrible at his job especially when his peers are significantly better professors.",1,B+,2024-05-02T20:24:40.360262Z
Maksym Morawski,CMSC250,"Overall, Maks is a really nice person who kept lecture fun and engaging. However he was never prepared to teach the material we had to go over, often deviated from his schedule, homeworks took a long time to grade, and discussion was close to useless since the problems were so much harder than exams and TAs often did not know how to do the problems themselves. The final exam was also super tricky and ended up having to be curved. I really wish he was a better teacher because his personality and enthusiasm about the subject is great, but he does not know how to write fair exams or run a class where students understand what is being taught.",2,A-,2024-05-05T18:53:00.542423Z
Maksym Morawski,CMSC351,idk why ppl hate on him so much! GOAT. he is someone u can talk to about anything and i get it his exams are hard but he tells u everything thats gonna be on the exam! u just need to attend his lectures thats something u wouldve done even if u had justin so not a big deal. i could be biased but this man is freakin amazing man. take him if u actually wanna learn how to solve problems cuz his exams focus more on how the algorithm performs so one never forgets what they've learned.,5,A,2024-05-06T12:23:43.288162Z
Maksym Morawski,CMSC351,"In theory Max's class should create a better learning environment because he prioritizes actually understanding the concepts at a deeper level rather then just being able to 're-run' the algorithm on a new set of numbers. However in practice the class is terrible. He is a bad lecturer that gets off topic very often and copies straight from Justins notes. He teaches the same content as Justin and has the same HW, but creates his own exams. This makes it impossible to expect what type of difficult questions we can expect on the exam.",1,B-,2024-05-07T15:20:02.762944Z
Maksym Morawski,CMSC351,"Asks vague open ended questions on exams and expects you to think exactly like him. Consistently have to regrade request +10% points on every exam, you better pray your grader is having a good day.",2,A,2024-05-07T21:56:50.390113Z
Maksym Morawski,CMSC351,"I started the semester liking Max as he seemed down-to-earth and funny. However, he quickly became arrogant and rude towards his students in a matter of weeks. He has made many jokes about how his exams are hard and he thinks it's funny that we are stressed as a result. I also went into his office hours to talk about my grade and he was super unwelcoming, basically rushing me to leave his office. 
Max puts little to no effort into this class as Justin prepares all lecture material and homeworks for him. He would often forget how to do something or explain a topic so badly that he had to pause class to reference Justin's notes. A few times, he even had to re-explain the topics during the next lecture. The one thing Max did do was write his own exams, which contained extremely hard questions and were pretty unfair based on the fact that Max students only had Justin type questions to practice with. (Justin would also give out 3-5 practice exams per midterm, while Max students would be lucky to receive a sloppy, last-minute thrown-together practice)
He has set up this class so it is extremely hard to get higher than a B-. It feels like every assignment has been graded subjectively, where graders are looking for any reason to take points from students. Max has also made it so that many of the homework and exam questions are graded all-or-nothing style with zero hope for regrades. Based on the fact that 83.3% of your grade in this course is based off of exams, exams are made based on what Max is feeling at the moment with little practice provided, and homeworks are graded as harshly as exams, Max does not have his students best interests at heart. DO NOT TAKE HIM!!!!!",1,B-,2024-05-07T22:53:19.984087Z
Maksym Morawski,CMSC351,"Not the best when it comes to fair exams (compared to Justin, for example) but I did enjoy some of his lectures. Super fun to listen to about topics that he's interested in and his exams are, while grade-destroying, very interesting to look at in hindsight. It really forces you to understand the algorithms beyond memory, at least. He's a generally understanding guy though - if you talk to him about your concerns, he'll hear you out and give good advice on what to do and how to change what your current study methods are. 
TLDR: Take Max if you really want to be pushed beyond just understanding algorithms, but don't expect fair exams or clear/concise lectures.",3,B-,2024-05-08T16:26:55.710248Z
Maksym Morawski,CMSC351,"Max is a very engaging professor who loves to crack jokes and is more of a casual professor than a professional professor, he's just a guy. This could be a hit or miss for some but for me personally, I liked it as it made me take the class more as a sport than a super stressful life-changing course if that makes sense. I know some people are giving him loads of backlash about difficulty or disorganization but I feel that when he was co-teaching with Kruskal it shifted his perspectives a bit, so you have to wiggle around that.

Pros, Cons, Subjectives
!! I put a * next to the important parts which heavily impacted my experience. !!

Pros:
- Very down to earth.
* - The TAs are very good! They care (shoutout to Elizabeth Qiu) and are on our side for success. She even made a Spotify playlist for studying.
* - Tells you what will be on the exam quite literally. 
- As much as it doesn't seem so, he does listen to student feedback. There was a type of question most students disliked and Max has vowed never to give a question like that again. As of today before the final, he has not given us a question like that.
- In addition to student feedback, he also interacts with his students. One of the students made a drawing of Max, and that is now his piazza profile picture.
* - If you are into his more casual style, he likes to crack jokes or give some experience
- Responsive via piazza, and also pretty interactive there.
- If he did a really bad job explaining a topic in lecture and you were unfortunate enough to be in there, Max will acknowledge this and put out a recording of the following class which he hopes is much more clear. THIS ADDS A POINT: IF YOU TAKE MAX AND THERE IS ANOTHER SECTION WHICH TAKES PLACE AT A LATER TIME, TAKE IT! THE FIRST LECTURE MAX TEACHES IS PRONE TO MORE MISTAKES!
Cons:
* - As others said, he is very disorganized, he is still new at teaching the course.
* - If you are not into his more casual style, then you may not like him very much (or at all, he can talk a lot)
- Sometimes do not post notes, and no recordings unless you are sick. If you were to miss a topic, you will self-teach yourself (Abdul Bari is goated)
- Sometimes a review sheet is put out, but there won't be solutions, and students are forced to make an unofficial solutions page. 
- Sometimes misses his lectures and a TA teaches the lecture. Luckily, the TAs are very good! (Shoutout to Elizabeth and Lana).
* - I will say this again: IF YOU TAKE MAX AND THERE IS ANOTHER SECTION WHICH TAKES PLACE AT A LATER TIME, TAKE IT! THE FIRST LECTURE MAX TEACHES IS PRONE TO MORE MISTAKES!
Subjective:
* - While Max is very disorganized if you were to attend the lectures then everything seems to make sense. You are punished for not going to his lecture, especially since with the point that he tells you what is in the exam in terms of the layout, and the questions it will ask, you are missing quite a lot. I encourage you to go to lecture. It is very beneficial.
* - Exams can be very hard.  I was able to get good marks on exams 2 and 3 (95%>) but failed the first exam, like bombed, destroyed, so it averages out to a C+. The first exam was on the unfair side I feel (and so did everyone else, peep the reviews from 2024) and additionally the TAs had to convince Max to not put a couple more insanely hard questions. However, for the rest of the exams, Max tries to change it up to favor us. On exam 2, there were multiple choice which tank your grade if you got just a couple wrong so in exam 3, he avoided this by giving us more small questions that gave partial even if you were not fully right. This goes towards the pro I mentioned where he listens to feedback. 
* - In addition, I felt the exams were fair. THE WAY MAX MAKES HIS EXAM IS MORE THAN MEMORIZATION (Apart from master theorem)! Max loves conceptual questions so you must understand how and why something works instead of memorizing how to do something. I eventually learned how to think this way, but others won't be as fortunate.
* - Homework can be a pain because sometimes the stuff on the homework has not been taught because for us the homework was made by Justin. I don't know how this will go when Max starts teaching it fully by himself. Find a homework group! It makes homework very doable.
- No discussion personally was a plus, but I know others prefer having discussion to discuss topics more.
- Max is a swiftie. I don't know if this is important but probably worth putting. 
- The students will complain a lot (mainly exams), and for good reasons too. However, sometimes I see people justifying their bad grades from it when really the exams are pretty alright. Max and is way of exams just may be different than what we're used to. 
* - Yes, Max likes to tell us to look at Justin's notes but only because due to his disorganization, he wants us to look at more material. Additionally, he is relearning everything also which is why he encourages it as well, just so we get correct information. This could be bad for some as it may seem like a waste of time to go to a lecture. 

I was going to give 3 stars but I am giving 4 stars because I don't think we gave him a fair chance. He is trying his best and he adjusts the exams more in our favor, but designs his exams so that cramming is not beneficial. He also gives reviews, and good reviews too personally. He and his TAs take the time to give videos and exam logistics. I appreciate Max and his TAs for doing their best. The winning aspect for me is Max feels more human. He is not professional by all means but for me that made my experience much more enjoyable (but I know most may not like this). You have to get used to his exams and his teaching style (and accept that he will be messy and disorganized).",4,C+,2024-05-12T09:27:32.842437Z
Maksym Morawski,CMSC351,"He's definitely pretty bad as far as this class goes but I do feel most people are extra whiny when it comes to his class. Yes, he is a subpar lecturer in terms of his depth of knowledge on the topics and he usually goes to Justin's lecture and would attempt to replicate everything Justin did in his class but unsuccessfully. Yes, his exams are wildly inconsistent and generally more difficult than Justins (who's aren't, let's be real) who he co-taught with. However, part of the difficulty of the exams are because the HW's are all Justin's style and they don't prepare you for Max style exams. Now idk if this is his fault and if he even has the ability to interject and make sweeping changes to something like the HW but if the HW's were a little more theoretical than his exams would be easier. I had him for 250 and that class was a lot easier and smooth because you could usually redo the homework's for good exam practice. And of course, most people will cry about the infamous leetcode question that appeared on exam 1. There was enough outrage that the question ended up getting curved off and any points you got from it would be bonus points. His exams in general are very theoretical and don't allow you to rely on memorizing patterns of algorithms, unlike Justin who like any math teacher will simply change the numbers and give you the exact same problem again for an exam. I feel as though part of the issues are just the class structure because Max was fine for 250 when he could do everything his way. Frankly most professors will seem terrible when they have to stand next to Justin and teach the same class so it's not all his fault but still, he has his issues and I'd recommend to avoid",2,C+,2024-05-12T22:51:26.533796Z
Maksym Morawski,CMSC250,Greatest of all time.,5,A+,2024-05-13T02:40:50.616184Z
Maksym Morawski,CMSC351,Did not clarify an entire approach to an algorithm the day before the final exam. Take the other professor!,1,B+,2024-05-13T23:14:43.436600Z
Maksym Morawski,CMSC320,"Took this class in Fall 2023 and it's one of my favorite CS classes I've taken. Prior to this class I had no experience in Data Science, Machine Learning, or even Python. I think a lot of the negative reviews are because Max isn't a conventional teacher, which is understandable if that's what you're looking for. However, if you believe this is a subject that you might be interested in, then I think Max is the perfect teacher for it. Compared to Fardina's class, Max was much less concerned with the math and specific details behind many of the topics we learned. What he cared about what your conceptual understanding of the topics and how you would apply them to real applications like a true data scientists would. It's certainly hard to break out of the traditional test taking mindset, however I found that the projects were a great way to learn how to apply the topics.

TLDR: Unconventional teaching style in a good way, but if you have no desire to learn data science, do not take him.",5,A-,2024-05-14T12:16:51.534424Z
Maksym Morawski,CMSC351,"The ""coteaching"" was nonexistent, but I don't think that was bad. Max teaches you a much more intuition-based course than Justin, and consequently, it's much harder to study for, which people complain about. The only thing they shared was homework, and because Max teaches differently than Justin, this certainly led to issues and reading Justin's notes to understand a question.

Other than that, I enjoyed his class. The exams were fair but difficult, and it felt like they tested my knowledge rather than inane details of the algorithms. Overall, I think Max's class is more useful in the long term because you will remember most of what he taught you, as they are vibes rather than precise answers.

Also, the Piazza was great (shoutout to Elizabeth and her quick answers).",4,B+,2024-05-15T00:08:34.285772Z
Maksym Morawski,CMSC351,"Do not take Max if you can. This semester was co-taught with Justin. Sounds good, right? Well Max uses Justin's lecture notes which is fine - even if he always (and I mean always) made some mistakes in lecture. We also used Justin's homeworks, so everything seems to be great, right? Well in this class where the exams make up pretty much your entire grade, for some reason Max has decided that this is the one part of the course he wants to be original with. We get next to no preparation on the exams because all our homeworks are Justin's homeworks and while Justin generously gives his students previous semester exams to go back on and study with solutions attached, Max gave out nothing for the first exam, one practice with no solutions for exam 2 and 3, and only a review sheet for the final. It's not that I think Justin should scale back or that I'm not grateful that Max gave out at least something. It's the fact that Max's teaching does not prepare you for his exams. We learned additional topics and a different algorithm for Floyd's than Justin's class, yet the homeworks did not cover this because we were taking Justin's homeworks, and Max only uploads like half of his lecture notes for some reason. Not that his lecture notes help that much in the first place, when I look at his lecture notes I have to go and cross-reference Justin's notes if I can because Max teaches from Justin's notes most the time, yet his notes do not have in mind the fact that 90% of the things he writes is lost when reviewing them outside of lecture. I do not understand why Max insists on co-teaching with Justin just to give unique exams.

Max could've improved by realizing that it was probably detrimental to his students in create a separate exam from Justin for this semester at least. At the very least he could've put more effort into mirroring the amount of review material Justin gives, but I guess Max can do whatever he wants since at the end of the day, it is still his class. Even on the final exam Justin was very organized and gave his class the exact topics and weightings of said final exam questions, while Max on piazza said that the exam questions were ""chosen from a grab bag of the topics we've covered."" and that's pretty much all that we were given. 

I highly suggest you avoid this class with Max at all costs, or at least until Max shows improvement in understanding how to build good exams and prepare his students to excel on the exams instead of creating obscure exam questions which he thinks are interesting and expects us to do during a timed test. If you end up taking this class with Max, you will only be having a harder time. For people who do end up taking this class, whether by choice or by force, please be nice on Piazza, especially to the TA's. The TA's were here to help us do well and tried their best (remember that they are also students), yet they ended up taking most of the criticism this semester. The TA's already relayed the criticisms to the Professors, so reiterating the same critiques to the TA's did nothing and just caused more frustrations on their end. This also ended up cross contaminating with the 330 piazza which is just ultimately not ok. Max seemed to be very stubborn with how he taught the course so just save the TA's (and your time since complaining on piazza resulted in 0 change) some time and email the professor or talk to them on OH if you can.",1,,2024-05-15T00:35:42.836122Z
Maksym Morawski,CMSC351,"I honestly think he's quite a decent professor. He makes sure that you 'understand' and not memorize. Obviously the gears didn't perfectly align as he co-taught this course with Justin and some misalignment was bound to happen. But other than that, fair exams, fair homework, and fair lectures.",4,A-,2024-05-15T02:50:29.549182Z
Maksym Morawski,CMSC351,"you don't have to actually go to class. read the justin notes and then go to his class for the review sessions. he actually hands out the questions at the review sessions. learn the material well - not just surface well, actually know how everything works. AND PLEASE GO TO THE REVIEW SESSIONS. you will most likely get at least a B by just paying attention and understanding everything that he talks about in the review session.",5,A+,2024-05-15T06:29:52.130641Z
Maksym Morawski,CMSC351,Class is so disorganized and he makes his exams harder for zero reason. Avoid taking him,1,,2024-05-15T07:16:51.599133Z
Maksym Morawski,CMSC351,"Took him S24, when he co-taught with Justin.

So here’s the deal:
Max is nice, and he’s a decent lecturer. TAs being rough graders probably happens every semester, and it sucked

However:
- His exams have been wildly inconsistent in question style and point distribution, but overall the questions were weirdly phrased and not the kind we dealt with on the HW. The rubrics for the questions were not student-friendly. Be prepared to argue on gradescope.
- He almost got every ADS student’s final cancelled because he forgot to confirm it on time, which led to all of us scrambling over the weekend. He also once submitted an exam so late that ADS printed the previous exam and had to delay our testing by half an hour to get the right one.
- The material didn’t line up with what his co-prof taught, he didn’t record, and his notes were worthless. 

TLDR: funny and a good person, decent lecturer, but not good at the other aspects of being a professor.",3,C+,2024-05-15T13:40:29.505778Z
Maksym Morawski,CMSC351,"His lectures are mid but the complaining is overblown. It just looks bad when he's being compared to Justin, but I would highly advise attending Justin's lectures instead if he's coteaching, because his teaching is hard to follow and the notes he releases are really confusing.",3,B,2024-05-15T17:14:35.939244Z
Maksym Morawski,CMSC351,"Max's lectures and notes often feel messy and incomplete in comparison to Justin's. I started off going to his lectures, and for simple topics, his lectures suffice. But for exams and most of the course material, you have to rely on Justin. My biggest grievance was like most students: from what I've gathered Max's exams were disproportionately harder than Justin's. I understand that most classes have professors who do things completely differently, but when you establish that you're co-teaching with him, I expect similarities whether it comes to exam difficulty, the method of the algorithms, notes, etc. He really wants you to understand the content on a deep level which I appreciate, but the exams punish you if you can't, and since this class is co-taught, it is kind of frustrating to hear when the neighboring professor's students are getting easier A's. Regardless though, a B and above is possible if you really grind so don't be discouraged if you're stuck with him.",2,B,2024-05-16T04:15:52.420956Z
Maksym Morawski,CMSC351,"Warning: If you're looking at Spring 2024 semester reviews, you're gonna get a lot of bootlickers and people giving dramatic one-star reviews. Unfortunately they became very very vocal during the semester on Piazza and took over the entire class. So be aware when people are going overboard criticizing or praising Max.

Some people may not like his personality (not sure how to describe it, it can come off a little cocky), but he's a nice person. The issue is that his class is run like a disaster. Class notes don't get posted for months and they're fairly nonsensical to follow. He clearly makes no effort to prepare for lectures ahead of time; he made a ton of mistakes that caused lectures to contradict each other and cause a bunch of confusion unnecessarily. To add insult to injury, his UNDERGRADUATE teaching assistant taught better than him when he was absent. There were also some serious incidents involving TAs that got swept under the rug. Two TAs were straight up shit-talking students vocally and there were no repercussions except a ""hey, don't talk about that in office hours"" from him. The exams asked very vague questions that contradicted lecture material sometimes and oftentimes had multiple possible answers, but only one deemed correct. He also asked some questions about developing algorithms to solve problems. If we're going to get questions like that on exams, homework assignments or lectures should build those skills, as this is an analysis of algorithms course and it's not the main focus.

Max has his fans—I think it's great that he tries to build a community with interested students in such a large school. But I think he's emblematic of this UMD CS' institutional failures to provide consistent, quality instruction to undergraduates. That any instructor can exhibit such seemingly acute indifference to the material and helping students succeed is a total embarrassment to this university's claims of supposed high rankings and talented, accessible faculty.",2,A-,2024-05-17T00:07:17.714424Z
Maksym Morawski,CMSC351,"People will complain about the leetcode question, but his issue was missing lectures in key parts of the semester. Specifically, the last week of school. In a time where student seek last minute help or exam logistics, he went ghost. Lectures were watered down Justin lectures that lacked clarity.",1,B,2024-05-17T18:03:17.502545Z
Maksym Morawski,CMSC351,"I don't get all the complaining. Sure he ain't the best professor in the world and some of tests were a little odd, but not expecting to actually do an algorithm is wild. All these kids complaining are mad they couldn't figure out a question on exam 1 where the answer was just the Fibonacci sequence! It's an algorithms class!",4,B+,2024-05-17T18:12:07.713062Z
Maksym Morawski,CMSC351,"Steer clear from him if possible. He doesn't teach very well (he ended multiple lectures with ""I don't think I taught that right"", told us he tried to do the homework and couldn't, and frequently skips problems mid way through because he can't complete them.) His exams are to ""show mastery of a topic"" but he himself barely scratches the surface while teaching. He doesn't give adequate practice material. He also has a terrible ego.",1,,2024-05-17T20:33:35.368128Z
Maksym Morawski,CMSC351,"Max is really disorganized and inexperienced as a lecturer. He frequently makes mistakes during lectures and seemingly doesn’t care about/understand 351 material as well as you’d expect. This makes the class significantly harder than it has to be, so I’d recommend relying on outside sources (such as Justin’s notes for 351) to learn the material. On the plus side, he is one of the more entertaining CS lecturers, his exams actually rely on applying the theory you have learned rather than memorization (some people don’t like this), and he is willing to take feedback. I’d recommend taking a different professor for most classes, but given that he has consistently improved over the two classes I’ve taken with him, he could be much better in the future.",3,A,2024-05-17T22:33:00.915074Z
Maksym Morawski,CMSC351,"Ignore all these 1 star reviews, they’re probably the students that were complaining and causing drama in the course Piazza. Max is a great guy that is more personable than almost all the rest of the CS professors combined, with great knowledge about the course topics to boot. 

Sure, his class wasn’t even 40% as organized as Justin’s class, but what the people in this review section fail to realize is that Max and Justin’s exam averages were pretty similar, Justin’s averages being only 2% higher at most. The only discrepancy in this is exam 3, where which there was an 8% difference in averages, but I feel that Max recognized this and made the final exam a bit easier and more fair to compensate. Most of these reviews are complaining about a singular Leetcode problem on the first exam, which, in all regards, was unfair, but after that point, he swore to not include any more of those types of questions, or even pseudocode questions for that matter.

Max’s exams are different, in the sense that they test a lot on how well you can dissect a concept and see if you really understand it, which I think is a much better way of getting students to learn the content, as opposed to mindlessly doing problems as quickly and efficiently as possible. The people that leave reviews complaining about this are missing the point of his exams as a whole.",4,B-,2024-05-19T00:45:11.768296Z
Maksym Morawski,CMSC351,"steer SO fucking far away from this professor. like i mean run the other way if he even walks by you. this man is geniunely the laziest, sleaziest, worst lecturer ever. In my history of being in this university, this is the worst worst worst lecturer by far I have seen and it does not even come close. Cant even make his own homework and you have to do justins homeworks although justin has a completely different question style so his homeworks do not prepare you for the exams whatsoever(the first time you are exposed to his question style is in the exams, how lovely). LITERALLY IF YOU CANT GET ANY OTHER PROFESSOR BUT YOU HAVE TO TAKE HIM THEN DONT TAKE THE CLASS, JUST CALL IT AN L AND TAKE THE CLASS NEXT SEMESTER WITH A DIFFERENT PROFESSOR. i dont know how this man is allowed to work in any institution, hes not a professor hes a JOKE. he deserves -5 stars but unfortunately this isnt an option on planetterp.",1,B,2024-05-20T02:06:10.548919Z
Maksym Morawski,CMSC351,"He doesn't show up to lectures lots of times for unknown reasons and even if he does, he has screwed up many times to the point of confusion. Also doesn't teach content thoroughly enough for his unreasonably difficult exams. I have put a lot of effort into this class and still felt like I fell entirely behind in his exams. For the final, he taught a different algorithm method from Justin, whom he was supposed to CO-TEACH with, as well as added multiple different algorithms from Justin. At that point, bro didn't even co-teach, and he made this decision in the middle of the semester which was very stressful. I am very grateful for the TAs in this class: I don't think I could've passed without them, but I can't help but think that the TAs in this class would be less stressed if Max was more organized. He's also lowkey annoying and arrogant.
If there was one good thing, it's nice that he put an emphasis on the conceptual aspect of this class, but this barely trumps all his downsides.",1,B,2024-05-20T02:33:39.146492Z
